year,state_name, population , violent_crime , homicide , rape_legacyrevised , robbery , aggravated_assault , property_crime , burglary , larceny , motor_vehicle_theft 
1988,Kansas,"2,487,000","9,083",85,779,"2,136","6,083","112,280","29,321","76,927","6,032"
1988,Kentucky,"3,721,000","12,284",229,835,"2,764","8,456","104,362","30,747","66,711","6,904"
1988,Louisiana,"4,420,000","31,711",512,"1,702","9,238","20,259","222,913","63,843","139,141","19,929"
1988,Massachusetts,"5,871,000","36,376",208,"1,876","10,352","23,940","256,639","62,307","141,933","52,399"
1988,Maryland,"4,644,000","37,466",449,"1,721","13,994","21,302","227,457","54,735","141,509","31,213"
1988,Maine,"1,206,000","1,898",37,224,311,"1,326","41,249","9,852","28,928","2,469"
1988,Michigan,"9,300,000","68,980","1,009","6,462","22,424","39,085","496,867","122,254","305,693","68,920"
1988,Minnesota,"4,306,000","12,490",124,"1,337","4,079","6,950","173,302","39,167","119,526","14,609"
1988,Missouri,"5,139,000","28,393",413,"1,505","8,638","17,837","220,578","58,605","139,648","22,325"
1988,Montana,"804,000",989,21,135,182,651,"33,318","5,657","25,921","1,740"
1988,North Carolina,"6,526,000","32,753",510,"1,833","7,085","23,325","284,557","90,791","177,426","16,340"
1988,North Dakota,"663,000",392,12,74,54,252,"17,695","2,902","14,007",786
1988,Nebraska,"1,601,000","4,374",58,385,898,"3,033","61,908","12,251","46,634","3,023"
1988,New Hampshire,"1,097,000","1,622",25,276,231,"1,090","34,951","7,489","24,964","2,498"
1988,New Jersey,"7,720,000","44,993",411,"2,600","18,927","23,055","363,807","75,675","219,086","69,046"
1988,New Mexico,"1,510,000","9,938",173,580,"1,557","7,628","89,817","27,737","56,192","5,888"
1988,Nevada,"1,060,000","8,275",111,782,"3,087","4,295","60,128","16,376","37,401","6,351"
1988,New York,"17,898,000","196,396","2,244","5,479","97,434","91,239","932,845","218,060","560,887","153,898"
1988,Ohio,"10,872,000","49,144",585,"4,632","17,546","26,381","455,890","112,130","300,355","43,405"
1988,Oklahoma,"3,263,000","14,179",243,"1,229","3,428","9,279","168,194","53,624","96,418","18,152"
1988,Oregon,"2,741,000","14,959",139,"1,111","5,289","8,420","178,520","48,355","113,872","16,293"
1988,Pennsylvania,"12,027,000","43,534",660,"2,992","16,607","23,275","338,486","83,791","203,362","51,333"
1988,Rhode Island,"995,000","3,947",41,303,"1,146","2,457","47,837","12,550","27,049","8,238"
1988,South Carolina,"3,493,000","25,889",325,"1,493","4,357","19,714","163,164","49,467","103,055","10,642"
1988,South Dakota,"715,000",813,22,192,87,512,"17,641","3,703","13,255",683
1988,Tennessee,"4,919,000","26,205",461,"2,201","8,537","15,006","193,647","60,894","106,052","26,701"
1988,Texas,"16,780,000","109,499","2,022","8,119","39,301","60,057","1,235,870","361,972","739,642","134,256"
1988,Utah,"1,691,000","4,110",47,399,915,"2,749","90,223","14,898","71,677","3,648"
1988,Virginia,"5,996,000","17,940",468,"1,622","6,748","9,102","232,496","49,069","165,343","18,084"
1988,Vermont,"556,000",791,11,128,89,563,"22,786","6,098","15,591","1,097"
1988,Washington,"4,619,000","21,543",264,"2,611","6,738","11,930","307,008","85,711","201,301","19,996"
1988,Wisconsin,"4,858,000","10,414",144,965,"3,258","6,047","182,545","35,423","134,046","13,076"
1988,West Virginia,"1,884,000","2,476",93,353,644,"1,386","39,703","11,510","25,147","3,046"
1988,Wyoming,"471,000","1,479",12,113,71,"1,283","17,206","3,103","13,432",671
1989,Total,"246,819,230","1,646,037","21,500","94,504","578,326","951,707","12,605,412","3,168,170","7,872,442","1,564,800"
1989,Alaska,"527,000","2,623",42,279,356,"1,946","22,567","4,358","15,811","2,398"
1989,Alabama,"4,118,000","24,329",421,"1,276","5,515","17,117","166,244","47,224","106,771","12,249"
1989,Arkansas,"2,406,000","11,397",203,924,"2,660","7,610","98,213","28,738","63,084","6,391"
1989,Arizona,"3,556,000","21,320",237,"1,286","4,944","14,853","265,284","59,284","181,574","24,426"
1989,California,"29,063,000","284,136","3,158","11,966","96,431","172,581","1,681,516","410,468","972,603","298,445"
1989,Colorado,"3,317,000","15,636",146,"1,202","2,984","11,304","184,692","41,475","128,195","15,022"
1989,Connecticut,"3,239,000","16,576",190,892,"6,956","8,538","154,119","40,035","91,483","22,601"
1989,District of Columbia,"604,000","12,937",434,186,"6,542","5,775","49,235","11,780","29,164","8,291"
1989,Delaware,"673,000","3,745",34,569,934,"2,208","28,998","6,072","20,294","2,632"
1989,Florida,"12,671,000","140,575","1,405","6,299","51,188","81,683","975,042","289,254","583,702","102,086"
1989,Georgia,"6,436,000","47,357",820,"3,150","17,450","25,937","407,868","110,215","255,578","42,075"
1989,Hawaii,"1,112,000","3,004",53,496,925,"1,530","66,723","14,939","47,374","4,410"
1989,Iowa,"2,840,000","7,563",54,459,"1,108","5,942","108,349","24,052","79,801","4,496"
1989,Idaho,"1,014,000","2,582",26,236,152,"2,168","37,278","8,843","26,825","1,610"
1989,Illinois,"11,658,000","98,611","1,051","4,161","39,138","54,261","558,803","125,441","362,556","70,806"
1989,Indiana,"5,593,000","22,735",353,"1,804","5,671","14,907","225,592","54,201","149,514","21,877"
1989,Kansas,"2,513,000","10,073",138,917,"2,508","6,510","115,146","29,871","77,802","7,473"
1989,Kentucky,"3,727,000","13,302",293,917,"2,836","9,256","110,328","30,526","71,611","8,191"
1989,Louisiana,"4,382,000","34,257",653,"1,675","10,397","21,532","239,235","64,184","152,209","22,842"
1989,Massachusetts,"5,913,000","39,912",254,"1,881","11,980","25,797","263,780","63,004","146,925","53,851"
1989,Maryland,"4,694,000","40,152",544,"1,783","15,589","22,236","220,955","52,735","137,043","31,177"
1989,Maine,"1,222,000","1,676",39,229,293,"1,115","42,116","9,810","30,067","2,239"
1989,Michigan,"9,273,000","65,760",993,"6,624","20,616","37,527","487,682","113,579","307,096","67,007"
1989,Minnesota,"4,353,000","12,549",111,"1,363","4,128","6,947","178,252","39,042","122,673","16,537"
1989,Missouri,"5,159,000","32,634",409,"1,587","10,060","20,578","231,874","58,594","146,269","27,011"
1989,Montana,"806,000",935,23,145,137,630,"31,285","5,575","23,892","1,818"
1989,North Carolina,"6,571,000","35,902",584,"1,964","8,770","24,584","309,323","98,792","191,783","18,748"
1989,North Dakota,"660,000",417,4,78,61,274,"16,485","2,369","13,370",746
1989,Nebraska,"1,611,000","4,503",40,381,837,"3,245","61,413","12,010","46,403","3,000"
1989,New Hampshire,"1,107,000","1,865",36,327,264,"1,238","37,945","8,157","27,087","2,701"
1989,New Jersey,"7,736,000","47,111",394,"2,449","21,139","23,129","360,532","75,548","213,878","71,106"
1989,New Mexico,"1,528,000","10,755",132,702,"1,607","8,314","89,693","26,146","58,201","5,346"
1989,Nevada,"1,111,000","6,947",91,662,"2,784","3,410","62,732","15,607","40,686","6,439"
1989,New York,"17,950,000","203,042","2,246","5,242","103,983","91,571","926,596","211,130","544,459","171,007"
1989,Ohio,"10,907,000","51,109",652,"4,872","18,635","26,950","465,143","111,057","306,609","47,477"
1989,Oklahoma,"3,224,000","15,847",210,"1,209","4,070","10,358","161,558","50,411","92,270","18,877"
1989,Oregon,"2,820,000","14,625",134,"1,314","4,282","8,895","159,119","40,197","103,690","15,232"
1989,Pennsylvania,"12,040,000","45,586",753,"2,963","18,025","23,845","359,008","85,925","216,566","56,517"
1989,Rhode Island,"998,000","3,772",49,266,"1,122","2,335","48,372","12,045","27,104","9,223"
1989,South Carolina,"3,512,000","28,576",320,"1,632","4,574","22,050","168,772","48,914","107,845","12,013"
1989,South Dakota,"715,000",969,9,229,84,647,"18,230","3,394","14,057",779
1989,Tennessee,"4,940,000","27,118",417,"2,270","7,926","16,505","195,854","59,621","109,908","26,325"
1989,Texas,"16,991,000","111,889","2,029","7,951","37,913","63,996","1,234,977","342,346","741,660","150,971"
1989,Utah,"1,707,000","4,417",45,489,898,"2,985","92,577","15,311","73,210","4,056"
1989,Virginia,"6,098,000","19,057",480,"1,638","6,494","10,445","237,757","46,156","172,645","18,956"
1989,Vermont,"567,000",753,11,131,102,509,"22,429","5,835","15,466","1,128"
1989,Washington,"4,761,000","22,460",209,"2,938","6,672","12,641","291,472","73,563","196,122","21,787"
1989,Wisconsin,"4,867,000","10,834",176,993,"3,659","6,006","191,869","35,683","140,040","16,146"
1989,West Virginia,"1,857,000","2,724",121,347,793,"1,463","41,154","11,635","26,608","2,911"
1989,Wyoming,"475,000","1,227",21,134,81,991,"17,246","3,001","13,593",652
1990,Total,"249,464,396","1,820,127","23,438","102,555","639,271","1,054,863","12,655,486","3,073,909","7,945,670","1,635,907"
1990,Alaska,"550,043","2,885",41,401,422,"2,021","25,457","4,919","17,428","3,110"
1990,Alabama,"4,040,587","28,630",467,"1,319","5,805","21,039","169,974","44,585","111,336","14,053"
1990,Arkansas,"2,350,725","12,511",241,"1,019","2,661","8,590","101,897","28,464","66,630","6,803"
1990,Arizona,"3,665,228","23,911",284,"1,500","5,897","16,230","265,229","61,206","172,375","31,648"
1990,California,"29,760,021","311,051","3,553","12,688","112,208","182,602","1,654,186","400,392","951,580","302,214"
1990,Colorado,"3,294,394","17,328",138,"1,521","2,985","12,684","182,106","39,822","128,172","14,112"
1990,Connecticut,"3,287,116","18,201",166,918,"7,717","9,400","158,867","40,355","94,485","24,027"
1990,District of Columbia,"606,900","14,919",472,303,"7,365","6,779","50,470","12,035","30,326","8,109"
1990,Delaware,"666,168","4,365",33,587,"1,098","2,647","31,344","6,465","21,922","2,957"
1990,Florida,"12,937,926","160,990","1,379","6,781","53,928","98,902","978,944","280,832","591,210","106,902"
1990,Georgia,"6,478,216","48,996",767,"3,472","17,067","27,690","389,165","104,905","240,623","43,637"
1990,Hawaii,"1,108,229","3,113",44,360,"1,013","1,696","64,563","13,611","46,735","4,217"
1990,Iowa,"2,776,755","8,321",54,510,"1,089","6,668","105,550","22,448","78,384","4,718"
1990,Idaho,"1,006,749","2,776",27,275,151,"2,323","38,069","8,187","28,216","1,666"
1990,Illinois,"11,430,602","110,575","1,182","4,505","45,038","59,850","567,841","121,506","372,862","73,473"
1990,Indiana,"5,544,159","26,275",344,"2,103","5,619","18,209","233,376","52,297","156,741","24,338"
1990,Kansas,"2,477,574","11,093",98,"1,002","2,914","7,079","117,571","28,901","80,361","8,309"
1990,Kentucky,"3,685,296","14,386",264,"1,068","2,545","10,509","107,208","28,264","71,594","7,350"
1990,Louisiana,"4,219,973","37,914",724,"1,781","11,387","24,022","235,822","60,677","149,752","25,393"
1990,Massachusetts,"6,016,425","44,300",243,"2,030","13,062","28,965","274,442","66,942","151,933","55,567"
1990,Maryland,"4,781,468","43,940",552,"2,185","17,394","23,809","234,842","53,549","147,407","33,886"
1990,Maine,"1,227,928","1,759",30,242,308,"1,179","43,647","10,106","31,372","2,169"
1990,Michigan,"9,295,297","73,468",971,"7,209","21,752","43,536","483,764","106,275","311,153","66,336"
1990,Minnesota,"4,375,099","13,392",117,"1,487","4,057","7,731","185,185","39,691","129,500","15,994"
1990,Missouri,"5,117,073","36,602",449,"1,663","11,073","23,417","225,422","54,536","143,287","27,599"
1990,Montana,"799,065","1,273",39,195,173,866,"34,702","5,666","27,098","1,938"
1990,North Carolina,"6,628,637","41,332",711,"2,272","10,082","28,267","322,306","101,444","202,059","18,803"
1990,North Dakota,"638,800",472,5,114,50,303,"18,196","2,725","14,621",850
1990,Nebraska,"1,578,385","5,209",43,473,807,"3,886","61,290","11,424","47,054","2,812"
1990,New Hampshire,"1,109,252","1,459",21,386,302,750,"38,976","8,158","28,111","2,707"
1990,New Jersey,"7,730,188","50,057",432,"2,307","23,269","24,049","371,023","78,628","219,767","72,628"
1990,New Mexico,"1,515,069","11,821",139,753,"1,744","9,185","89,448","26,343","58,004","5,101"
1990,Nevada,"1,201,833","7,222",116,748,"2,864","3,494","65,652","16,434","42,097","7,121"
1990,New York,"17,990,455","212,458","2,605","5,368","112,380","92,105","932,416","208,813","536,012","187,591"
1990,Ohio,"10,847,115","54,904",663,"5,075","20,451","28,715","470,469","106,575","310,673","53,221"
1990,Oklahoma,"3,145,585","17,222",253,"1,479","3,836","11,654","158,889","45,531","94,432","18,926"
1990,Oregon,"2,842,321","14,405",108,"1,332","4,102","8,863","146,073","32,273","100,765","13,035"
1990,Pennsylvania,"11,881,643","51,213",801,"3,068","20,930","26,414","361,805","86,624","215,119","60,062"
1990,Rhode Island,"1,003,464","4,334",48,248,"1,224","2,814","49,378","12,755","27,046","9,577"
1990,South Carolina,"3,486,703","34,050",390,"1,873","5,313","26,474","176,729","48,132","115,144","13,453"
1990,South Dakota,"696,004","1,133",14,239,86,794,"19,116","3,671","14,678",767
1990,Tennessee,"4,877,185","32,698",511,"2,415","9,325","20,447","213,648","61,646","124,127","27,875"
1990,Texas,"16,986,510","129,343","2,389","8,750","44,297","73,907","1,200,151","314,512","731,224","154,415"
1990,Utah,"1,722,850","4,892",52,651,980,"3,209","92,620","15,172","73,352","4,096"
1990,Virginia,"6,187,358","21,694",545,"1,915","7,626","11,608","253,063","45,236","187,564","20,263"
1990,Vermont,"562,758",716,13,146,66,491,"23,713","6,119","16,424","1,170"
1990,Washington,"4,866,692","24,410",238,"3,115","6,326","14,731","278,440","61,460","195,221","21,759"
1990,Wisconsin,"4,891,769","12,948",225,"1,013","5,514","6,196","202,052","36,755","144,924","20,373"
1990,West Virginia,"1,793,477","3,036",102,423,680,"1,831","41,855","11,785","27,310","2,760"
1990,Wyoming,"453,588","1,367",22,134,72,"1,139","17,732","2,862","14,194",676
1991,Total,"252,153,092","1,911,767","24,703","106,593","687,732","1,092,739","12,961,116","3,157,150","8,142,228","1,661,738"
1991,Alaska,"570,000","3,499",42,523,645,"2,289","29,000","5,582","20,375","3,043"
1991,Alabama,"4,089,000","34,518",469,"1,455","6,246","26,348","184,882","51,873","118,151","14,858"
1991,Arkansas,"2,372,000","14,072",264,"1,058","3,217","9,533","108,677","29,093","71,487","8,097"
1991,Arizona,"3,750,000","25,152",291,"1,590","6,215","17,056","252,559","60,281","159,987","32,291"
1991,California,"30,380,000","331,122","3,859","12,896","124,939","189,428","1,726,391","424,656","986,120","315,615"
1991,Colorado,"3,377,000","18,887",199,"1,588","3,628","13,472","186,235","39,117","132,717","14,401"
1991,Connecticut,"3,291,000","17,761",187,960,"7,384","9,230","158,770","39,198","93,384","26,188"
1991,District of Columbia,"598,000","14,671",482,214,"7,269","6,706","49,722","12,405","29,182","8,135"
1991,Delaware,"680,000","4,857",37,588,"1,460","2,772","35,055","7,668","24,836","2,551"
1991,Florida,"13,277,000","157,243","1,248","6,865","53,083","96,047","977,570","266,313","607,222","104,035"
1991,Georgia,"6,623,000","48,894",849,"2,800","17,762","27,483","381,165","100,317","240,359","40,489"
1991,Hawaii,"1,135,000","2,744",45,375,986,"1,338","65,020","14,011","47,195","3,814"
1991,Iowa,"2,795,000","8,477",57,583,"1,257","6,580","107,069","23,267","79,030","4,772"
1991,Idaho,"1,039,000","3,016",19,300,215,"2,482","40,578","8,582","30,143","1,853"
1991,Illinois,"11,543,000","119,955","1,300","4,615","52,653","61,387","587,868","129,284","382,942","75,642"
1991,Indiana,"5,610,000","28,349",423,"2,318","6,506","19,102","241,930","54,814","161,039","26,077"
1991,Kansas,"2,495,000","12,465",153,"1,118","3,453","7,741","125,616","32,601","84,258","8,757"
1991,Kentucky,"3,713,000","16,262",253,"1,315","3,084","11,610","108,430","29,576","70,885","7,969"
1991,Louisiana,"4,252,000","40,438",720,"1,738","11,860","26,120","232,732","60,017","148,334","24,381"
1991,Massachusetts,"5,996,000","44,138",249,"1,926","11,669","30,294","274,990","69,977","149,930","55,083"
1991,Maryland,"4,860,000","46,469",569,"2,229","19,783","23,888","255,299","56,258","163,524","35,517"
1991,Maine,"1,235,000","1,631",15,270,280,"1,066","44,900","11,146","31,737","2,017"
1991,Michigan,"9,368,000","75,232","1,009","7,372","22,790","44,061","499,781","111,126","324,985","63,670"
1991,Minnesota,"4,432,000","14,006",131,"1,762","4,345","7,768","185,268","37,832","131,330","16,106"
1991,Missouri,"5,158,000","39,358",543,"1,756","12,952","24,107","239,982","64,643","146,533","28,806"
1991,Montana,"808,000","1,130",21,160,150,799,"28,347","4,231","22,449","1,667"
1991,North Carolina,"6,737,000","44,355",769,"2,331","11,990","29,265","352,368","114,009","218,192","20,167"
1991,North Dakota,"635,000",415,7,116,51,241,"17,326","2,367","14,154",805
1991,Nebraska,"1,593,000","5,330",52,447,861,"3,970","64,031","11,574","49,071","3,386"
1991,New Hampshire,"1,105,000","1,318",40,330,365,583,"36,780","8,126","26,220","2,434"
1991,New Jersey,"7,760,000","49,257",406,"2,259","22,744","23,848","372,212","78,821","221,544","71,847"
1991,New Mexico,"1,548,000","12,922",163,811,"1,862","10,086","90,474","26,672","58,441","5,361"
1991,Nevada,"1,284,000","8,693",152,848,"4,012","3,681","72,183","18,026","45,781","8,376"
1991,New York,"18,058,000","210,184","2,571","5,085","112,342","90,186","917,467","204,499","531,681","181,287"
1991,Ohio,"10,939,000","61,460",783,"5,748","23,536","31,393","489,100","115,423","318,933","54,744"
1991,Oklahoma,"3,175,000","18,533",230,"1,615","4,094","12,594","161,449","46,934","96,842","17,673"
1991,Oregon,"2,922,000","14,795",133,"1,561","4,387","8,714","153,370","34,363","105,145","13,862"
1991,Pennsylvania,"11,961,000","53,824",758,"3,435","23,191","26,440","371,814","86,074","228,142","57,598"
1991,Rhode Island,"1,004,000","4,638",37,310,"1,234","3,057","45,957","11,320","26,664","7,973"
1991,South Carolina,"3,560,000","34,621",402,"2,098","6,092","26,029","185,359","51,793","119,784","13,782"
1991,South Dakota,"703,000","1,281",12,279,132,858,"20,366","4,146","15,412",808
1991,Tennessee,"4,953,000","35,955",547,"2,299","10,543","22,566","229,856","67,608","131,855","30,393"
1991,Texas,"17,349,000","145,743","2,652","9,266","49,700","84,125","1,210,784","312,693","734,261","163,830"
1991,Utah,"1,770,000","5,077",52,808,976,"3,241","94,178","14,872","75,041","4,265"
1991,Virginia,"6,286,000","23,459",583,"1,879","8,651","12,346","266,160","49,224","195,652","21,284"
1991,Vermont,"567,000",662,12,173,67,410,"21,764","5,784","15,161",819
1991,Washington,"5,018,000","26,224",211,"3,529","7,303","15,181","290,115","61,996","205,814","22,305"
1991,Wisconsin,"4,955,000","13,723",239,"1,259","5,895","6,330","207,560","37,241","148,695","21,624"
1991,West Virginia,"1,801,000","3,440",111,415,779,"2,135","44,528","12,009","29,369","3,150"
1991,Wyoming,"460,000","1,427",15,119,79,"1,214","18,762","3,184","14,867",711
1992,Total,"255,029,699","1,932,274","23,760","109,062","672,478","1,126,974","12,505,917","2,979,884","7,915,199","1,610,834"
1992,Alaska,"587,000","3,877",44,579,640,"2,614","28,816","5,170","20,728","2,918"
1992,Alabama,"4,136,000","36,052",455,"1,704","6,819","27,074","181,837","49,053","117,801","14,983"
1992,Arkansas,"2,399,000","13,831",259,990,"3,011","9,571","100,402","26,214","66,288","7,900"
1992,Arizona,"3,832,000","25,706",312,"1,647","5,867","17,880","243,629","54,095","158,053","31,481"
1992,California,"30,867,000","345,624","3,921","12,761","130,897","198,045","1,716,137","427,491","968,534","320,112"
1992,Colorado,"3,470,000","20,086",216,"1,641","4,180","14,049","186,684","37,853","131,169","17,662"
1992,Connecticut,"3,281,000","16,252",166,884,"6,918","8,284","149,535","36,372","89,463","23,700"
1992,District of Columbia,"589,000","16,685",443,215,"7,459","8,568","50,502","10,721","30,663","9,118"
1992,Delaware,"689,000","4,280",32,591,"1,042","2,615","29,126","6,598","20,419","2,109"
1992,Florida,"13,488,000","162,827","1,208","7,310","49,482","104,827","964,533","254,755","598,093","111,685"
1992,Georgia,"6,751,000","49,496",741,"3,057","16,863","28,835","382,934","97,402","246,619","38,913"
1992,Hawaii,"1,160,000","2,998",42,440,"1,151","1,365","67,901","13,006","50,544","4,351"
1992,Iowa,"2,812,000","7,816",44,528,"1,113","6,131","103,459","21,197","77,788","4,474"
1992,Idaho,"1,067,000","3,003",37,339,229,"2,398","39,636","7,934","30,023","1,679"
1992,Illinois,"11,631,000","113,664","1,322","4,312","47,973","60,057","556,900","125,306","359,618","71,976"
1992,Indiana,"5,662,000","28,791",464,"2,398","6,921","19,008","236,584","53,907","157,181","25,496"
1992,Kansas,"2,523,000","12,888",151,"1,042","3,277","8,418","121,334","32,639","80,526","8,169"
1992,Kentucky,"3,755,000","20,107",216,"1,209","3,273","15,409","104,692","27,378","69,186","8,128"
1992,Louisiana,"4,287,000","42,209",747,"1,813","11,636","28,013","238,438","58,574","152,938","26,926"
1992,Massachusetts,"5,998,000","46,727",214,"2,166","11,059","33,288","253,344","64,318","141,610","47,416"
1992,Maryland,"4,908,000","49,085",596,"2,278","21,054","25,157","256,418","55,520","165,244","35,654"
1992,Maine,"1,235,000","1,616",21,294,288,"1,013","41,900","10,156","29,966","1,778"
1992,Michigan,"9,437,000","72,672",938,"7,550","20,902","43,282","456,800","98,257","299,486","59,057"
1992,Minnesota,"4,480,000","15,144",150,"1,840","4,906","8,248","190,520","39,859","134,750","15,911"
1992,Missouri,"5,193,000","38,448",547,"1,895","11,783","24,223","226,246","57,127","143,288","25,831"
1992,Montana,"824,000","1,400",24,210,222,944,"36,472","5,306","29,243","1,923"
1992,North Carolina,"6,843,000","46,600",723,"2,455","12,784","30,638","350,447","113,117","217,717","19,613"
1992,North Dakota,"636,000",530,12,148,50,320,"17,935","2,487","14,498",950
1992,Nebraska,"1,606,000","5,598",68,504,911,"4,115","63,846","11,477","49,144","3,225"
1992,New Hampshire,"1,111,000","1,397",18,424,367,588,"32,828","6,909","23,754","2,165"
1992,New Jersey,"7,789,000","48,745",397,"2,392","22,216","23,740","345,718","75,508","206,686","63,524"
1992,New Mexico,"1,581,000","14,781",141,990,"2,202","11,448","86,942","23,896","57,072","5,974"
1992,Nevada,"1,327,000","9,247",145,833,"4,397","3,872","73,077","17,108","46,714","9,255"
1992,New York,"18,119,000","203,311","2,397","5,152","108,154","87,608","858,178","193,548","495,708","168,922"
1992,Ohio,"11,016,000","57,935",724,"5,739","21,925","29,547","456,017","104,357","299,774","51,886"
1992,Oklahoma,"3,212,000","20,005",210,"1,556","4,376","13,863","154,459","43,678","94,180","16,601"
1992,Oregon,"2,977,000","15,189",139,"1,580","4,507","8,963","158,100","32,945","109,274","15,881"
1992,Pennsylvania,"12,009,000","51,276",746,"3,324","21,701","25,505","356,155","75,834","224,150","56,171"
1992,Rhode Island,"1,005,000","3,965",36,311,950,"2,668","42,044","10,529","24,052","7,463"
1992,South Carolina,"3,603,000","34,029",373,"2,072","6,148","25,436","178,298","49,669","116,186","12,443"
1992,South Dakota,"711,000","1,383",4,368,120,891,"19,939","3,849","15,371",719
1992,Tennessee,"5,024,000","37,487",520,"2,377","10,964","23,626","220,534","63,665","127,934","28,935"
1992,Texas,"17,656,000","142,369","2,239","9,437","44,588","86,105","1,103,779","268,928","689,780","145,071"
1992,Utah,"1,813,000","5,267",54,823,"1,014","3,376","97,322","16,045","76,964","4,313"
1992,Virginia,"6,377,000","23,907",564,"2,008","8,787","12,548","250,211","45,217","185,506","19,488"
1992,Vermont,"570,000",624,12,142,51,419,"18,813","4,706","13,507",600
1992,Washington,"5,136,000","27,454",258,"3,697","7,178","16,321","289,581","57,612","207,755","24,214"
1992,Wisconsin,"5,007,000","13,806",218,"1,315","5,997","6,276","202,448","34,645","146,198","21,605"
1992,West Virginia,"1,812,000","3,833",115,393,788,"2,537","43,455","11,287","29,200","2,968"
1992,Wyoming,"466,000","1,489",17,163,84,"1,225","19,831","3,127","16,003",701
1993,Total,"257,782,608","1,926,017","24,526","106,014","659,870","1,135,607","12,218,777","2,834,808","7,820,909","1,563,060"
1993,Alaska,"599,000","4,557",54,502,733,"3,268","28,795","4,893","21,201","2,701"
1993,Alabama,"4,187,000","32,676",484,"1,471","6,677","24,044","171,598","45,578","111,878","14,142"
1993,Arkansas,"2,424,000","14,381",247,"1,028","3,027","10,079","102,231","26,646","67,767","7,818"
1993,Arizona,"3,936,000","28,142",339,"1,488","6,412","19,903","264,371","57,684","172,689","33,998"
1993,California,"31,211,000","336,381","4,096","11,766","126,436","194,083","1,678,884","414,182","945,407","319,295"
1993,Colorado,"3,566,000","20,229",206,"1,633","4,160","14,230","176,856","36,011","124,787","16,058"
1993,Connecticut,"3,277,000","14,949",206,800,"6,447","7,496","137,443","32,052","85,876","19,515"
1993,District of Columbia,"578,000","16,888",454,324,"7,107","9,003","51,091","11,534","31,495","8,062"
1993,Delaware,"700,000","4,801",35,539,"1,307","2,920","29,304","6,244","20,853","2,207"
1993,Florida,"13,679,000","164,975","1,224","7,359","48,913","107,479","977,363","251,063","603,784","122,516"
1993,Georgia,"6,917,000","50,019",789,"2,448","17,154","29,628","378,348","90,423","246,849","41,076"
1993,Hawaii,"1,172,000","3,061",45,394,"1,214","1,408","70,505","13,310","51,912","5,283"
1993,Iowa,"2,814,000","9,159",66,686,"1,517","6,890","99,080","20,562","73,148","5,370"
1993,Idaho,"1,099,000","3,097",32,388,186,"2,491","39,161","7,350","29,795","2,016"
1993,Illinois,"11,697,000","112,260","1,332","4,046","44,584","62,298","544,869","118,788","360,730","65,351"
1993,Indiana,"5,713,000","27,941",430,"2,234","6,845","18,432","227,149","48,677","154,016","24,456"
1993,Kansas,"2,531,000","12,564",161,"1,016","3,128","8,259","113,360","28,655","76,538","8,167"
1993,Kentucky,"3,789,000","17,530",249,"1,301","3,425","12,555","105,979","28,041","69,745","8,193"
1993,Louisiana,"4,295,000","45,600",874,"1,817","12,182","30,727","248,461","58,768","163,334","26,359"
1993,Massachusetts,"6,012,000","48,393",233,"2,006","10,563","35,591","245,831","60,220","136,548","49,063"
1993,Maryland,"4,965,000","49,540",632,"2,185","21,582","25,141","253,647","56,246","163,471","33,930"
1993,Maine,"1,239,000","1,558",20,329,264,945,"37,519","8,909","26,945","1,665"
1993,Michigan,"9,478,000","75,021",933,"6,740","22,601","44,747","441,767","93,143","290,333","58,291"
1993,Minnesota,"4,517,000","15,986",155,"2,796","5,092","7,943","183,347","38,147","129,727","15,473"
1993,Missouri,"5,234,000","38,963",590,"1,894","12,654","23,825","227,731","53,673","145,392","28,666"
1993,Montana,"839,000","1,489",25,234,272,958,"38,699","5,992","30,641","2,066"
1993,North Carolina,"6,945,000","47,178",785,"2,379","13,364","30,650","345,377","105,270","220,071","20,036"
1993,North Dakota,"635,000",522,11,149,53,309,"17,387","2,370","14,073",944
1993,Nebraska,"1,607,000","6,071",63,447,"1,003","4,558","62,725","10,662","46,811","5,252"
1993,New Hampshire,"1,125,000","1,550",23,499,307,721,"31,131","5,795","23,153","2,183"
1993,New Jersey,"7,879,000","49,390",418,"2,215","23,319","23,438","328,867","76,738","195,876","56,253"
1993,New Mexico,"1,616,000","15,024",130,842,"2,237","11,815","86,236","22,966","56,723","6,547"
1993,Nevada,"1,389,000","12,157",144,846,"4,724","6,443","73,685","17,293","46,137","10,255"
1993,New York,"18,197,000","195,352","2,420","5,008","102,122","85,802","814,824","181,709","481,166","151,949"
1993,Ohio,"11,091,000","55,915",667,"5,444","21,373","28,431","441,550","97,394","295,880","48,276"
1993,Oklahoma,"3,231,000","20,512",273,"1,592","3,935","14,712","150,546","39,903","95,111","15,532"
1993,Oregon,"3,032,000","15,254",140,"1,554","3,930","9,630","159,558","31,072","110,878","17,608"
1993,Pennsylvania,"12,048,000","50,295",823,"3,195","21,563","24,714","343,841","70,125","220,683","53,033"
1993,Rhode Island,"1,000,000","4,017",39,286,"1,011","2,681","40,973","10,409","24,101","6,463"
1993,South Carolina,"3,643,000","37,281",377,"1,905","6,825","28,174","177,779","47,695","117,553","12,531"
1993,South Dakota,"715,000","1,490",24,318,107,"1,041","19,661","3,927","14,915",819
